"term","estimate","std.error","statistic","p.value","microbe","padj"
"eo.stat",-0.997689124046175,0.281328184554764,-3.54635325865107,0.00139714246257589,"s__Parabacteroides distasonis",0.458209793032078
"eo.stat",-0.980339644912859,0.356340197501844,-2.75113403367238,0.010294623443219,"s__Oscillibacter sp. MM35",0.458209793032078
"eo.stat",-0.994777675958207,0.380515960518433,-2.61428633532973,0.0142324888348851,"g__Schaalia",0.458209793032078
"eo.stat",-0.994777675958207,0.380515960518433,-2.61428633532973,0.0142324888348851,"s__Schaalia turicensis",0.458209793032078
"eo.stat",-0.949443667343307,0.371261270206623,-2.55734638524212,0.0162517784026048,"s__Corynebacterium urealyticum",0.458209793032078
"eo.stat",-0.628533609451735,0.266156180462596,-2.36152175147428,0.0253907986346692,"f__Christensenellaceae",0.458209793032078
"eo.stat",-0.628533609451735,0.266156180462596,-2.36152175147428,0.0253907986346692,"g__Christensenella",0.458209793032078
"eo.stat",-0.628533609451735,0.266156180462596,-2.36152175147428,0.0253907986346692,"s__Christensenella sp. Marseille-P3954",0.458209793032078
"eo.stat",-0.00748164175758429,0.00362865879620125,-2.06182013183952,0.0486167950290766,"g__Dialister",0.458209793032078
"eo.stat",-0.00748164175758429,0.00362865879620125,-2.06182013183952,0.0486167950290766,"s__Dialister pneumosintes",0.458209793032078
"eo.stat",-0.0200940579096504,0.00975322887240237,-2.06024673188059,0.0487772788129236,"c__Actinomycetia",0.458209793032078
"eo.stat",-0.986363815483153,0.514809747083841,-1.91597735099315,0.0656295567105203,"s__Peptoniphilus ivorii",0.458209793032078
"eo.stat",-0.985393910331695,0.514822853485439,-1.91404461488143,0.0658861078531452,"s__Treponema socranskii",0.458209793032078
"eo.stat",-0.00172745843430391,0.000904740963387,-1.90934035730733,0.0665141937588699,"k__unclassified-p__Actinobacteria",0.458209793032078
"eo.stat",-0.00172745843430391,0.000904740963387,-1.90934035730733,0.0665141937588699,"p__Actinobacteria",0.458209793032078
"eo.stat",-0.993300188245794,0.558498008450616,-1.77852055551891,0.086179721151051,"g__Finegoldia",0.458209793032078
"eo.stat",-0.993300188245794,0.558498008450616,-1.77852055551891,0.086179721151051,"s__Finegoldia magna",0.458209793032078
"eo.stat",-0.995813774339516,0.56125132468377,-1.77427425209302,0.0868935517021699,"s__Prevotella denticola",0.458209793032078
"eo.stat",-0.999733049979281,0.571106060462167,-1.75052082124684,0.0909800511480586,"g__Fastidiosipila",0.458209793032078
"eo.stat",-0.999733049979281,0.571106060462167,-1.75052082124684,0.0909800511480586,"s__Fastidiosipila sanguinis",0.458209793032078
"eo.stat",-0.997892057991637,0.570884372577794,-1.7479757827066,0.0914274086104832,"s__Akkermansia glycaniphila",0.458209793032078
"eo.stat",-0.99920174160942,0.572041280033541,-1.7467301337953,0.0916470426250574,"s__Fusobacterium mortiferum",0.458209793032078
"eo.stat",-0.999029733229259,0.57194285149941,-1.7467299934079,0.0916470674034651,"s__Prevotella sp. oral taxon 299",0.458209793032078
"eo.stat",-0.998191487801575,0.571463500424004,-1.74672833358728,0.0916473603626116,"g__Peptacetobacter",0.458209793032078
"eo.stat",-0.998191487801575,0.571463500424004,-1.74672833358728,0.0916473603626116,"s__Peptacetobacter hiranonis",0.458209793032078
"eo.stat",-0.980525066921345,0.561481677050533,-1.74631712306633,0.0917199636657798,"s__Limosilactobacillus mucosae",0.458209793032078
"eo.stat",-0.957057812880622,0.548562675597284,-1.74466447582961,0.0920122464776836,"s__Dysosmobacter welbionis",0.458209793032078
"eo.stat",-0.949999018341928,0.544748551188682,-1.74392206508665,0.0921438037932056,"o__Pseudomonadales",0.458209793032078
"eo.stat",-0.949999018341928,0.544748551188682,-1.74392206508665,0.0921438037932056,"f__Moraxellaceae",0.458209793032078
"eo.stat",-0.949999018341928,0.544748551188682,-1.74392206508665,0.0921438037932056,"g__Moraxella",0.458209793032078
"eo.stat",-0.949999018341928,0.544748551188682,-1.74392206508665,0.0921438037932056,"s__Moraxella osloensis",0.458209793032078
"eo.stat",-0.930868265774226,0.53456845517478,-1.74134529780638,0.0926016506008073,"g__Faecalitalea",0.458209793032078
"eo.stat",-0.930868265774226,0.53456845517478,-1.74134529780638,0.0926016506008073,"s__Faecalitalea cylindroides",0.458209793032078
"eo.stat",-0.921836597003802,0.529838436684077,-1.7398447020435,0.0928691664604422,"g__Coprobacter",0.458209793032078
"eo.stat",-0.921836597003802,0.529838436684077,-1.7398447020435,0.0928691664604422,"s__Coprobacter secundus",0.458209793032078
"eo.stat",-0.9173797595472,0.527521490815263,-1.73903769897493,0.0930133035916537,"o__Sphingomonadales",0.458209793032078
"eo.stat",-0.9173797595472,0.527521490815263,-1.73903769897493,0.0930133035916537,"f__Sphingomonadaceae",0.458209793032078
"eo.stat",-0.9173797595472,0.527521490815263,-1.73903769897493,0.0930133035916537,"g__Sphingomonas",0.458209793032078
"eo.stat",-0.9173797595472,0.527521490815263,-1.73903769897493,0.0930133035916537,"s__Sphingomonas lutea",0.458209793032078
"eo.stat",-0.86050373888894,0.498848442067915,-1.72498030728898,0.0955545747171284,"o__Propionibacteriales",0.458209793032078
"eo.stat",-0.86050373888894,0.498848442067915,-1.72498030728898,0.0955545747171284,"f__Nocardioidaceae",0.458209793032078
"eo.stat",-0.86050373888894,0.498848442067915,-1.72498030728898,0.0955545747171284,"g__Nocardioides",0.458209793032078
"eo.stat",-0.86050373888894,0.498848442067915,-1.72498030728898,0.0955545747171284,"s__Nocardioides anomalus",0.458209793032078
"eo.stat",0.0128762200128565,0.00762805920426558,1.68800735128749,0.102519488395888,"g__Odoribacter",0.458209793032078
"eo.stat",0.0128762200128565,0.00762805920426558,1.68800735128749,0.102519488395888,"s__Odoribacter splanchnicus",0.458209793032078
"eo.stat",-0.00106994516140286,0.000646383460725465,-1.65527929845547,0.109035313209221,"f__Tannerellaceae",0.458209793032078
"eo.stat",-0.00107177278776134,0.000648026866203425,-1.65390178040072,0.109316972066532,"g__Parabacteroides",0.458209793032078
"eo.stat",-0.636527108112768,0.394623655821433,-1.61299784927439,0.117960613477061,"s__Prevotella dentalis",0.458209793032078
"eo.stat",-0.558818434302542,0.35831937950427,-1.55955403549666,0.130097918901826,"g__Flavobacterium",0.458209793032078
"eo.stat",-0.558818434302542,0.35831937950427,-1.55955403549666,0.130097918901826,"s__Flavobacterium indicum",0.458209793032078
"eo.stat",-0.00183543004457326,0.00117944584945388,-1.55618000217909,0.130897306371534,"c__Coriobacteriia",0.458209793032078
"eo.stat",-0.00368236166644097,0.00237840938779173,-1.54824551456211,0.132793002387129,"s__[Ruminococcus] torques",0.458209793032078
"eo.stat",0.335888264666043,0.217634711278501,1.5433579629502,0.133971841377028,"f__Lawsonellaceae",0.458209793032078
"eo.stat",0.335888264666043,0.217634711278501,1.5433579629502,0.133971841377028,"g__Lawsonella",0.458209793032078
"eo.stat",0.335888264666043,0.217634711278501,1.5433579629502,0.133971841377028,"s__Lawsonella clevelandensis",0.458209793032078
"eo.stat",0.543280329591543,0.353089438625368,1.53864791795138,0.1351159266932,"s__Alistipes indistinctus",0.458209793032078
"eo.stat",0.0662023821741687,0.043145806520619,1.53438740663084,0.136157661968529,"s__Prevotella copri",0.458209793032078
"eo.stat",-0.00203731144634586,0.00135030871057561,-1.50877457161437,0.142558690074172,"o__Coriobacteriales",0.458209793032078
"eo.stat",-0.483459249336607,0.321461505716954,-1.50394134519575,0.143793489854977,"s__Tannerella sp. oral taxon HOT-286",0.458209793032078
"eo.stat",0.925813839186894,0.617128058559442,1.5001972870072,0.144755958365943,"s__Bacteroides eggerthii",0.458209793032078
"eo.stat",0.983368463905978,0.660069090873776,1.48979626148564,0.147457026199709,"s__Desulfovibrio desulfuricans",0.458209793032078
"eo.stat",-0.00163769374581803,0.00110062287166633,-1.48796993773043,0.147935474908257,"g__Blautia",0.458209793032078
"eo.stat",-0.00212052506735622,0.00143150001254581,-1.48133080598793,0.149685294759019,"f__Coriobacteriaceae",0.458209793032078
"eo.stat",-0.00212052506735622,0.00143150001254581,-1.48133080598793,0.149685294759019,"g__Collinsella",0.458209793032078
"eo.stat",-0.00212052506735622,0.00143150001254581,-1.48133080598793,0.149685294759019,"s__Collinsella aerofaciens",0.458209793032078
"eo.stat",0.999202415011915,0.678888736665132,1.47182058126379,0.152220779384571,"s__Fusobacterium hwasookii",0.458209793032078
"eo.stat",0.360850842457887,0.245821203734407,1.4679402629879,0.153265147190097,"s__Clostridium baratii",0.458209793032078
"eo.stat",-0.428181630387814,0.292879940552602,-1.46196980776466,0.154883275101056,"s__Alistipes sp. dk3624",0.458209793032078
"eo.stat",-0.00242189026566132,0.00166134162136227,-1.45779184396489,0.156023710432646,"s__Bacteroides caccae",0.458209793032078
"eo.stat",-0.267173162611854,0.183804366304394,-1.45357353573089,0.157181962022634,"g__Lacrimispora",0.458209793032078
"eo.stat",-0.267173162611854,0.183804366304394,-1.45357353573089,0.157181962022634,"s__Lacrimispora saccharolytica",0.458209793032078
"eo.stat",-0.000186774624856755,0.000130006185617437,-1.43665952485036,0.161895295801713,"g__Bacteroides",0.458209793032078
"eo.stat",-0.245348760515538,0.173985442214221,-1.41016833013794,0.169502651038031,"s__Butyricimonas virosa",0.458209793032078
"eo.stat",-0.00144084850076353,0.0010235228866753,-1.40773452115353,0.170215507795213,"s__Parabacteroides merdae",0.458209793032078
"eo.stat",-0.0244718847863193,0.017719148750781,-1.38109821924942,0.17817280237141,"s__Alistipes finegoldii",0.458209793032078
"eo.stat",0.277242221712953,0.203462364308175,1.36262164580486,0.183861879612351,"s__Clostridium sp. C1",0.458209793032078
"eo.stat",-0.00257173360221059,0.00191011040081444,-1.34637956063379,0.188979196871557,"s__Blautia sp. SC05B48",0.458209793032078
"eo.stat",-1.9046393326555e-05,1.42536288605566e-05,-1.33624872044067,0.192226711509845,"k__unclassified-p__Firmicutes",0.458209793032078
"eo.stat",-1.9046393326555e-05,1.42536288605566e-05,-1.33624872044067,0.192226711509845,"p__Firmicutes",0.458209793032078
"eo.stat",0.0984488286748552,0.0744668537986492,1.32204898760797,0.196851120666259,"g__Hungatella",0.458209793032078
"eo.stat",0.0984488286748552,0.0744668537986492,1.32204898760797,0.196851120666259,"s__Hungatella hathewayi",0.458209793032078
"eo.stat",-0.000755292806162002,0.000574299904265283,-1.31515398235747,0.199127366657031,"c__Erysipelotrichia",0.458209793032078
"eo.stat",-0.000755292806162002,0.000574299904265283,-1.31515398235747,0.199127366657031,"o__Erysipelotrichales",0.458209793032078
"eo.stat",-0.000755292806162002,0.000574299904265283,-1.31515398235747,0.199127366657031,"f__Erysipelotrichaceae",0.458209793032078
"eo.stat",0.681966293623252,0.52588071173148,1.29680796121587,0.205282654597702,"o__Enterobacterales",0.458209793032078
"eo.stat",-0.00267254187354297,0.00206282220843677,-1.29557548033587,0.205701336751159,"g__Coprococcus",0.458209793032078
"eo.stat",-0.0848901916194747,0.066648624411892,-1.27369757993577,0.21324264289386,"f__Barnesiellaceae",0.458209793032078
"eo.stat",-0.0799105253230238,0.0629512456252557,-1.26940340146286,0.214747251218793,"o__Actinomycetales",0.458209793032078
"eo.stat",-0.0799105253230238,0.0629512456252557,-1.26940340146286,0.214747251218793,"f__Actinomycetaceae",0.458209793032078
"eo.stat",0.006892837746697,0.00545554592778341,1.2634551771609,0.216844718058081,"g__Anaerostipes",0.458209793032078
"eo.stat",0.00747958061870012,0.00597808655005836,1.25116633157931,0.221227171684424,"s__Anaerostipes hadrus",0.458209793032078
"eo.stat",-0.0142245690803722,0.011528259289391,-1.23388698356764,0.227502085343739,"s__Prevotella oris",0.458209793032078
"eo.stat",-0.0417376315355825,0.0340785238604133,-1.22474880973546,0.230874186484588,"g__Butyricimonas",0.458209793032078
"eo.stat",-0.00138753492748733,0.00113549398120789,-1.22196590246241,0.23190851722953,"s__Bacteroides salyersiae",0.458209793032078
"eo.stat",-0.0787106960077113,0.064461651876975,-1.22104683506917,0.232250870275913,"g__Mobiluncus",0.458209793032078
"eo.stat",-0.0787106960077113,0.064461651876975,-1.22104683506917,0.232250870275913,"s__Mobiluncus curtisii",0.458209793032078
"eo.stat",0.762713034982589,0.626690489084573,1.21704900308397,0.233744465096089,"s__Leptotrichia sp. oral taxon 212",0.458209793032078
"eo.stat",0.993388226313494,0.816995774783913,1.21590375002396,0.23417365283029,"f__Enterobacteriaceae",0.458209793032078
"eo.stat",0.993388226313494,0.816995774783913,1.21590375002396,0.23417365283029,"g__Escherichia",0.458209793032078
"eo.stat",0.993388226313494,0.816995774783913,1.21590375002396,0.23417365283029,"s__Escherichia coli",0.458209793032078
"eo.stat",0.451549161983487,0.372960339652852,1.2107162986922,0.236125041523571,"g__Monoglobus",0.458209793032078
"eo.stat",0.451549161983487,0.372960339652852,1.2107162986922,0.236125041523571,"s__Monoglobus pectinilyticus",0.458209793032078
"eo.stat",-0.00798312573127195,0.00666991880200364,-1.19688499489287,0.24138724377318,"g__Ruminococcus",0.458209793032078
"eo.stat",-0.00798312573127195,0.00666991880200364,-1.19688499489287,0.24138724377318,"s__Ruminococcus bicirculans",0.458209793032078
"eo.stat",0.998465149057789,0.835691393316761,1.1947773508771,0.242196694840229,"s__Porphyromonas sp. oral taxon 275",0.458209793032078
"eo.stat",-0.108183697945559,0.0907224880599042,-1.19246837536163,0.243085776897457,"s__Alistipes communis",0.458209793032078
"eo.stat",0.54838444684752,0.460946487938364,1.18969221199674,0.244157950990464,"c__Candidatus",0.458209793032078
"eo.stat",0.54838444684752,0.460946487938364,1.18969221199674,0.244157950990464,"o__Candidatus",0.458209793032078
"eo.stat",0.54838444684752,0.460946487938364,1.18969221199674,0.244157950990464,"f__Candidatus",0.458209793032078
"eo.stat",0.54838444684752,0.460946487938364,1.18969221199674,0.244157950990464,"s__Candidatus Nanosynbacter lyticus",0.458209793032078
"eo.stat",0.392744569570137,0.332308285393164,1.18186812316602,0.247198497951173,"d__Archaea",0.458209793032078
"eo.stat",0.392744569570137,0.332308285393164,1.18186812316602,0.247198497951173,"k__unclassified-p__Euryarchaeota",0.458209793032078
"eo.stat",0.392744569570137,0.332308285393164,1.18186812316602,0.247198497951173,"p__Euryarchaeota",0.458209793032078
"eo.stat",0.392744569570137,0.332308285393164,1.18186812316602,0.247198497951173,"c__Methanobacteria",0.458209793032078
"eo.stat",0.392744569570137,0.332308285393164,1.18186812316602,0.247198497951173,"o__Methanobacteriales",0.458209793032078
"eo.stat",0.392744569570137,0.332308285393164,1.18186812316602,0.247198497951173,"f__Methanobacteriaceae",0.458209793032078
"eo.stat",0.392744569570137,0.332308285393164,1.18186812316602,0.247198497951173,"g__Methanobrevibacter",0.458209793032078
"eo.stat",0.392744569570137,0.332308285393164,1.18186812316602,0.247198497951173,"s__Methanobrevibacter smithii",0.458209793032078
"eo.stat",0.934971838611264,0.791270092123966,1.18160897008197,0.247299684605563,"f__Dietziaceae",0.458209793032078
"eo.stat",0.934971838611264,0.791270092123966,1.18160897008197,0.247299684605563,"g__Dietzia",0.458209793032078
"eo.stat",0.934971838611264,0.791270092123966,1.18160897008197,0.247299684605563,"s__Dietzia sp. oral taxon 368",0.458209793032078
"eo.stat",0.127476314061839,0.107943025070827,1.1809592512179,0.247553502580888,"s__Phascolarctobacterium faecium",0.458209793032078
"eo.stat",0.55681950086261,0.475022349710843,1.17219642655037,0.250995569500837,"k__unclassified-p__Candidatus",0.458209793032078
"eo.stat",0.55681950086261,0.475022349710843,1.17219642655037,0.250995569500837,"p__Candidatus",0.458209793032078
"eo.stat",0.55681950086261,0.475022349710843,1.17219642655037,0.250995569500837,"g__Candidatus",0.458209793032078
"eo.stat",0.00524244169390458,0.004494159371455,1.16650106518304,0.25325153037612,"s__Bacteroides cellulosilyticus",0.458209793032078
"eo.stat",0.99889517095811,0.863483320404967,1.15682045889391,0.25712016067121,"f__Morganellaceae",0.458209793032078
"eo.stat",0.99889517095811,0.863483320404967,1.15682045889391,0.25712016067121,"g__Morganella",0.458209793032078
"eo.stat",0.99889517095811,0.863483320404967,1.15682045889391,0.25712016067121,"s__Morganella morganii",0.458209793032078
"eo.stat",0.997730199915754,0.862477565909935,1.15681872706234,0.257120856605676,"o__Neisseriales",0.458209793032078
"eo.stat",0.997730199915754,0.862477565909935,1.15681872706234,0.257120856605676,"f__Neisseriaceae",0.458209793032078
"eo.stat",0.997492720032131,0.862272651847846,1.15681822668794,0.257121057680792,"g__Eikenella",0.458209793032078
"eo.stat",0.997492720032131,0.862272651847846,1.15681822668794,0.257121057680792,"s__Eikenella exigua",0.458209793032078
"eo.stat",0.994891254878671,0.860030345194879,1.15680947822049,0.257124573265155,"g__Filifactor",0.458209793032078
"eo.stat",0.994891254878671,0.860030345194879,1.15680947822049,0.257124573265155,"s__Filifactor alocis",0.458209793032078
"eo.stat",0.98893628308329,0.854914046048701,1.15676691435124,0.257141678119679,"o__Cardiobacteriales",0.458209793032078
"eo.stat",0.98893628308329,0.854914046048701,1.15676691435124,0.257141678119679,"f__Cardiobacteriaceae",0.458209793032078
"eo.stat",0.98893628308329,0.854914046048701,1.15676691435124,0.257141678119679,"g__Cardiobacterium",0.458209793032078
"eo.stat",0.98893628308329,0.854914046048701,1.15676691435124,0.257141678119679,"s__Cardiobacterium hominis",0.458209793032078
"eo.stat",0.98321103646391,0.850016492990867,1.1566964224475,0.257170008055778,"s__Leptotrichia sp. oral taxon 221",0.458209793032078
"eo.stat",0.982142899574146,0.849105064080154,1.15668006365986,0.257176582802597,"g__Clostridioides",0.458209793032078
"eo.stat",0.982142899574146,0.849105064080154,1.15668006365986,0.257176582802597,"s__Clostridioides difficile",0.458209793032078
"eo.stat",0.979273672716946,0.846660312096161,1.15663112906812,0.257196250798046,"s__Fusobacterium necrophorum",0.458209793032078
"eo.stat",0.976596607170967,0.84438389455062,1.15657891330425,0.257217238789452,"g__Kingella",0.458209793032078
"eo.stat",0.976596607170967,0.84438389455062,1.15657891330425,0.257217238789452,"s__Kingella oralis",0.458209793032078
"eo.stat",0.975142163538167,0.843148970230109,1.15654789126059,0.257229708613091,"s__Porphyromonas gingivalis",0.458209793032078
"eo.stat",0.955148130948169,0.826471947581071,1.15569334657239,0.257573380888431,"c__unclassified-g__Candidatus",0.458209793032078
"eo.stat",0.955148130948169,0.826471947581071,1.15569334657239,0.257573380888431,"o__unclassified-g__Candidatus",0.458209793032078
"eo.stat",0.955148130948169,0.826471947581071,1.15569334657239,0.257573380888431,"f__unclassified-g__Candidatus",0.458209793032078
"eo.stat",0.955148130948169,0.826471947581071,1.15569334657239,0.257573380888431,"s__Candidatus Saccharimonas aalborgensis",0.458209793032078
"eo.stat",0.951716242820794,0.823593037603498,1.15556615873067,0.257624560725522,"s__Coprococcus sp. ART55/1",0.458209793032078
"eo.stat",0.939343933632236,0.813273111594858,1.15501658697427,0.257845791516276,"g__Amedibacterium",0.458209793032078
"eo.stat",0.939343933632236,0.813273111594858,1.15501658697427,0.257845791516276,"s__Amedibacterium intestinale",0.458209793032078
"eo.stat",-0.182838556869588,0.158316057583793,-1.15489584354269,0.257894415540488,"f__Corynebacteriaceae",0.458209793032078
"eo.stat",-0.182838556869588,0.158316057583793,-1.15489584354269,0.257894415540488,"g__Corynebacterium",0.458209793032078
"eo.stat",0.929426657679275,0.805065039314654,1.15447400184026,0.258064346070199,"s__Treponema parvum",0.458209793032078
"eo.stat",0.919843038940261,0.797184759865917,1.15386430505141,0.258310094902572,"s__Oscillibacter sp. PEA192",0.458209793032078
